HALTESTELLEN_NAME,BPUIC,lat,lon,PRODUKT_ID,avg_trip_day,avg_p_late
"Bonstetten, Lärchenhof",8573730,47.32423900000052,8.472429000000062,Bus,23.98076923076923,0.25262368815592207
"Bonstetten, Sunnenberg",8579991,47.3124470000002,8.473391000000118,Bus,23.98076923076923,0.3884307846076962
Bonstetten-Wettswil,8502222,47.32589600000063,8.468174999999976,Zug,144.54098360655738,0.27297055790153946
"Bonstetten-Wettswil, Bahnhof",8573726,47.32629799999996,8.468500000000114,Bus,85.72131147540983,0.25220222949230514
"Brüttisellen, Gsellhof",8590507,47.421708000000976,8.629667000000104,Bus,57.98360655737705,0.5542964756524078
"Brüttisellen, Haldenbrücke",8590508,47.41881200000069,8.631365000000129,Bus,57.98360655737705,0.5343906376109766
"Brüttisellen, Obere Wangenstr.",8588318,47.42581899999848,8.634847999999835,Bus,233.47540983606558,0.28310876625393516
"Brüttisellen, Zentrum",8588319,47.42384699999872,8.630694999999868,Bus,235.1639344262295,0.40425981743757194
"Dietikon, Birmensdorferstrasse",8590512,47.39757799999851,8.41739199999997,Bus,177.81967213114754,0.305288188125838
"Dietikon, Hofacker",8590517,47.398256000000366,8.41166800000005,Bus,151.37704918032787,0.3441317504128448
"Dietikon, Schönenwerd",8590526,47.39717499999876,8.424656999999753,Bus,74.55737704918033,0.4061272475795297
Dietlikon,8503306,47.42019499999917,8.61925499999977,Zug,204.21311475409837,0.38871619440584915
"Dietlikon, Aegert",8590538,47.41206799999953,8.621433999999978,Bus,86.0,0.34536201491272633
"Dietlikon, Bahnhof",8588314,47.42035900000116,8.619086999999894,Bus,86.0,0.23956038524543863
"Dietlikon, Bahnhof/Bad",8590539,47.4219599999997,8.620804999999939,Bus,208.60655737704917,0.2152171761095917
"Dietlikon, Brandbachstrasse",8590540,47.416964999998875,8.624657000000147,Bus,122.18032786885246,0.3124081712008222
"Dietlikon, Dornenstrasse",8590541,47.41658499999945,8.61689600000012,Bus,86.0,0.25749872902897786
"Dietlikon, Dübendorferstrasse",8590542,47.41350899999981,8.619558000000172,Bus,208.18032786885246,0.32018051218105265
"Dietlikon, Hofwiesen",8590543,47.426391000000734,8.61851800000004,Bus,42.622950819672134,0.310762331838565
"Dietlikon, Hörnligraben",8590544,47.41213900000002,8.614545000000184,Bus,122.18032786885246,0.4001308864169758
"Dietlikon, Industriestrasse",8590545,47.414249000000844,8.621946000000008,Bus,122.18032786885246,0.3404001583135442
"Dietlikon, Zentrum",8595081,47.423011999999424,8.618243999999947,Bus,86.0,0.3540992345930069
Dübendorf,8503128,47.40007599999953,8.623406999999792,Zug,158.672131147541,0.36176295160190813
"Dübendorf, Alterszentrum",8590547,47.38790899999903,8.62039399999976,Bus,128.37704918032787,0.27624365440022003
